Id,Category
0,4
1,1
2,2
3,2
4,6
5,5
6,2
7,10
8,11
9,13
10,15
11,4
12,1
13,2
14,2
15,32
16,32
17,32
18,32
19,32
20,34
21,34
22,32
23,32
24,33
25,14
26,32
27,32
28,34
29,32
30,32
31,32
32,33
33,33
34,45
35,46
36,4
37,1
38,2
39,2
40,6
41,5
42,2
43,1
44,24
45,2
46,25
47,32
48,32
49,32
50,32
51,34
52,32
53,32
54,32
55,32
56,45
57,46
58,4
59,1
60,2
61,2
62,6
63,5
64,2
65,12
66,13
67,13
68,30
69,30
70,24
71,2
72,2
73,32
74,32
75,14
76,32
77,32
78,32
79,34
80,32
81,32
82,33
83,32
84,32
85,32
86,32
87,34
88,32
89,34
90,33
91,6
92,46
93,46
94,4
95,1
96,2
97,2
98,5
99,5
100,2
101,17
102,11
103,13
104,15
105,6
106,24
107,2
108,7
109,34
110,32
111,32
112,32
113,32
114,32
115,34
116,32
117,32
118,33
119,32
120,32
121,34
122,32
123,32
124,32
125,32
126,33
127,33
128,45
129,46
130,5
131,2
132,10
133,11
134,13
135,14
136,15
137,5
138,5
139,2
140,11
141,11
142,11
143,26
144,27
145,10
146,28
147,29
148,14
149,30
150,36
151,36
152,37
153,39
154,39
155,11
156,11
157,42
158,12
159,44
160,44
161,44
162,15
163,15
164,46
165,46
166,5
167,2
168,10
169,11
170,13
171,13
172,15
173,1
174,2
175,2
176,11
177,11
178,26
179,2
180,27
181,10
182,28
183,29
184,14
185,30
186,14
187,36
188,37
189,39
190,39
191,11
192,11
193,42
194,43
195,44
196,44
197,44
198,15
199,15
200,45
201,46
202,5
203,5
204,32
205,32
206,32
207,4
208,33
209,1
210,2
211,3
212,11
213,11
214,11
215,26
216,27
217,28
218,28
219,29
220,14
221,30
222,32
223,32
224,34
225,32
226,32
227,34
228,34
229,32
230,33
231,36
232,36
233,37
234,39
235,39
236,11
237,11
238,44
239,13
240,13
241,32
242,32
243,14
244,30
245,5
246,5
247,5
248,5
249,10
250,11
251,13
252,13
253,15
254,5
255,5
256,2
257,11
258,11
259,11
260,2
261,27
262,10
263,28
264,29
265,14
266,30
267,32
268,32
269,32
270,32
271,32
272,34
273,34
274,32
275,33
276,18
277,36
278,37
279,39
280,39
281,11
282,11
283,42
284,12
285,29
286,44
287,44
288,14
289,15
290,45
291,46
292,4
293,1
294,2
295,2
296,6
297,46
298,7
299,45
300,10
301,11
302,12
303,13
304,13
305,13
306,15
307,19
308,19
309,20
310,20
311,21
312,20
313,21
314,11
315,32
316,26
317,27
318,27
319,28
320,29
321,14
322,4
323,32
324,34
325,34
326,32
327,32
328,32
329,32
330,34
331,32
332,14
333,14
334,36
335,14
336,37
337,39
338,39
339,10
340,11
341,12
342,12
343,12
344,44
345,14
346,15
347,45
348,46
349,7
350,19
351,19
352,20
353,20
354,32
355,32
356,21
357,1
358,1
359,1
360,1
361,2
362,1
363,1
364,2
365,5
366,5
367,2
368,2
369,10
370,11
371,11
372,12
373,12
374,12
375,13
376,15
377,22
378,19
379,19
380,19
381,20
382,20
383,20
384,1
385,2
386,2
387,11
388,11
389,11
390,27
391,28
392,29
393,30
394,4
395,34
396,32
397,34
398,32
399,32
400,14
401,32
402,32
403,33
404,11
405,44
406,44
407,15
408,6
409,45
410,46
411,32
412,37
413,37
414,15
415,4
416,1
417,1
418,4
419,4
420,34
421,34
422,32
423,32
424,32
425,32
426,32
427,32
428,32
429,34
430,32
431,32
432,32
433,32
434,17
435,17
436,11
437,44
438,44
439,12
440,44
441,14
442,15
443,17
444,11
445,12
446,13
447,15
448,19
449,19
450,19
451,20
452,22
453,21
454,4
455,1
456,1
457,1
458,1
459,1
460,14
461,36
462,37
463,39
464,11
465,11
466,11
467,11
468,44
469,12
470,44
471,14
472,15
473,6
474,45
475,46
476,4
477,1
478,2
479,2
480,17
481,11
482,12
483,13
484,15
485,19
486,19
487,19
488,20
489,22
490,21
491,4
492,1
493,1
494,11
495,11
496,26
497,2
498,27
499,28
500,29
501,29
502,30
503,4
504,34
505,34
506,34
507,34
508,32
509,32
510,32
511,32
512,32
513,32
514,34
515,32
516,32
517,32
518,33
519,33
520,33
521,33
522,14
523,36
524,37
525,39
526,17
527,11
528,11
529,44
530,44
531,12
532,44
