Id,Category
0,4
1,1
2,2
3,3
4,6
5,5
6,2
7,2
8,17
9,44
10,15
11,6
12,24
13,2
14,25
15,32
16,32
17,32
18,32
19,33
20,32
21,34
22,32
23,33
24,35
25,14
26,36
27,37
28,32
29,4
30,32
31,39
32,39
33,37
34,37
35,46
36,4
37,1
38,2
39,3
40,6
41,5
42,2
43,24
44,24
45,2
46,25
47,18
48,36
49,37
50,37
51,32
52,32
53,4
54,39
55,45
56,45
57,46
58,4
59,1
60,2
61,2
62,6
63,5
64,2
65,2
66,17
67,44
68,15
69,24
70,24
71,2
72,25
73,32
74,32
75,32
76,32
77,33
78,32
79,34
80,32
81,33
82,35
83,36
84,36
85,37
86,37
87,38
88,39
89,39
90,39
91,45
92,45
93,46
94,4
95,1
96,2
97,2
98,6
99,5
100,2
101,2
102,11
103,44
104,15
105,24
106,24
107,2
108,25
109,32
110,32
111,32
112,32
113,33
114,32
115,34
116,32
117,33
118,35
119,32
120,32
121,32
122,32
123,4
124,39
125,39
126,39
127,6
128,45
129,46
130,1
131,2
132,2
133,11
134,44
135,14
136,15
137,24
138,2
139,2
140,26
141,26
142,26
143,2
144,27
145,10
146,43
147,44
148,14
149,15
150,15
151,36
152,37
153,39
154,39
155,11
156,12
157,42
158,43
159,44
160,44
161,44
162,15
163,15
164,2
165,2
166,1
167,2
168,2
169,17
170,44
171,14
172,15
173,2
174,2
175,25
176,11
177,26
178,26
179,2
180,27
181,10
182,28
183,29
184,14
185,15
186,36
187,36
188,37
189,39
190,39
191,2
192,11
193,27
194,43
195,44
196,44
197,44
198,14
199,15
200,1
201,2
202,37
203,39
204,32
205,32
206,32
207,35
208,33
209,24
210,2
211,25
212,4
213,26
214,26
215,2
216,27
217,10
218,28
219,32
220,14
221,14
222,32
223,32
224,32
225,32
226,32
227,32
228,32
229,32
230,33
231,36
232,36
233,37
234,39
235,39
236,11
237,12
238,27
239,44
240,20
241,22
242,20
243,22
244,21
245,2
246,2
247,5
248,2
249,2
250,11
251,44
252,44
253,15
254,2
255,2
256,25
257,11
258,26
259,26
260,2
261,27
262,10
263,28
264,29
265,14
266,15
267,32
268,32
269,32
270,32
271,33
272,32
273,32
274,32
275,33
276,36
277,36
278,37
279,39
280,39
281,11
282,11
283,27
284,43
285,44
286,44
287,44
288,14
289,15
290,2
291,2
292,4
293,1
294,2
295,2
296,6
297,2
298,24
299,46
300,10
301,11
302,12
303,14
304,44
305,15
306,15
307,19
308,19
309,20
310,20
311,21
312,20
313,21
314,11
315,27
316,26
317,2
318,27
319,28
320,44
321,15
322,14
323,14
324,32
325,32
326,32
327,32
328,32
329,32
330,32
331,33
332,36
333,36
334,36
335,18
336,37
337,39
338,39
339,10
340,11
341,11
342,27
343,27
344,27
345,28
346,44
347,45
348,46
349,7
350,19
351,19
352,20
353,20
354,21
355,20
356,21
357,6
358,24
359,2
360,25
361,2
362,1
363,1
364,2
365,6
366,5
367,2
368,2
369,11
370,11
371,11
372,44
373,44
374,12
375,44
376,15
377,19
378,19
379,19
380,19
381,20
382,21
383,21
384,24
385,2
386,25
387,11
388,26
389,2
390,27
391,28
392,44
393,15
394,34
395,32
396,32
397,32
398,32
399,36
400,18
401,37
402,37
403,39
404,11
405,44
406,44
407,15
408,6
409,45
410,46
411,36
412,37
413,37
414,15
415,24
416,24
417,25
418,4
419,4
420,34
421,32
422,32
423,32
424,33
425,32
426,32
427,32
428,33
429,32
430,32
431,32
432,32
433,33
434,33
435,11
436,11
437,44
438,44
439,44
440,44
441,14
442,15
443,17
444,11
445,12
446,44
447,15
448,19
449,19
450,19
451,20
452,22
453,21
454,6
455,24
456,25
457,25
458,25
459,25
460,25
461,36
462,37
463,39
464,4
465,11
466,11
467,12
468,44
469,43
470,44
471,44
472,15
473,6
474,45
475,46
476,4
477,1
478,2
479,2
480,17
481,11
482,44
483,44
484,15
485,22
486,19
487,19
488,20
489,22
490,21
491,6
492,24
493,25
494,11
495,26
496,27
497,2
498,27
499,44
500,44
501,14
502,14
503,14
504,14
505,34
506,32
507,32
508,32
509,33
510,33
511,32
512,32
513,33
514,32
515,32
516,32
517,32
518,33
519,33
520,33
521,33
522,33
523,36
524,37
525,39
526,39
527,11
528,11
529,12
530,44
531,43
532,44
