Id,Category
0,4
1,1
2,2
3,2
4,6
5,5
6,2
7,10
8,11
9,13
10,15
11,6
12,24
13,2
14,25
15,32
16,32
17,32
18,32
19,33
20,34
21,34
22,32
23,33
24,35
25,32
26,32
27,34
28,32
29,4
30,32
31,33
32,40
33,22
34,20
35,21
36,0
37,1
38,2
39,3
40,6
41,5
42,2
43,24
44,24
45,2
46,25
47,36
48,32
49,32
50,34
51,34
52,32
53,38
54,40
55,6
56,45
57,46
58,4
59,1
60,2
61,2
62,6
63,5
64,2
65,2
66,28
67,29
68,30
69,6
70,24
71,2
72,25
73,32
74,32
75,32
76,32
77,32
78,32
79,34
80,32
81,33
82,35
83,36
84,36
85,37
86,37
87,38
88,39
89,39
90,39
91,6
92,45
93,46
94,4
95,1
96,2
97,3
98,6
99,5
100,2
101,10
102,11
103,13
104,15
105,6
106,24
107,2
108,25
109,32
110,32
111,32
112,32
113,32
114,34
115,34
116,32
117,33
118,35
119,14
120,32
121,32
122,32
123,4
124,37
125,38
126,40
127,6
128,45
129,46
130,45
131,46
132,2
133,11
134,29
135,14
136,30
137,45
138,46
139,46
140,4
141,26
142,26
143,2
144,27
145,10
146,43
147,44
148,14
149,30
150,18
151,36
152,37
153,39
154,39
155,12
156,12
157,42
158,43
159,44
160,12
161,44
162,14
163,15
164,45
165,46
166,5
167,2
168,10
169,11
170,13
171,13
172,15
173,2
174,2
175,25
176,4
177,26
178,26
179,2
180,27
181,10
182,28
183,29
184,14
185,15
186,36
187,36
188,37
189,39
190,39
191,2
192,11
193,27
194,43
195,44
196,44
197,44
198,15
199,15
200,45
201,46
202,45
203,45
204,0
205,32
206,32
207,32
208,33
209,24
210,2
211,25
212,0
213,4
214,26
215,2
216,27
217,10
218,28
219,29
220,14
221,15
222,32
223,32
224,32
225,32
226,32
227,32
228,32
229,32
230,32
231,36
232,36
233,37
234,39
235,40
236,11
237,12
238,42
239,42
240,44
241,44
242,32
243,32
244,33
245,45
246,46
247,46
248,7
249,10
250,11
251,13
252,13
253,15
254,46
255,46
256,46
257,0
258,26
259,26
260,2
261,27
262,10
263,28
264,29
265,14
266,15
267,32
268,32
269,32
270,32
271,32
272,32
273,32
274,32
275,33
276,36
277,36
278,37
279,39
280,39
281,2
282,11
283,42
284,43
285,44
286,14
287,44
288,14
289,15
290,45
291,46
292,4
293,1
294,2
295,0
296,6
297,5
298,46
299,2
300,10
301,11
302,12
303,14
304,13
305,29
306,0
307,19
308,19
309,20
310,20
311,21
312,20
313,21
314,11
315,11
316,26
317,26
318,27
319,28
320,29
321,30
322,14
323,34
324,34
325,34
326,32
327,32
328,32
329,32
330,34
331,33
332,14
333,36
334,36
335,18
336,37
337,39
338,40
339,10
340,11
341,12
342,42
343,42
344,44
345,14
346,15
347,6
348,46
349,7
350,19
351,19
352,20
353,20
354,21
355,20
356,21
357,0
358,24
359,2
360,25
361,25
362,24
363,1
364,2
365,6
366,5
367,2
368,2
369,0
370,11
371,11
372,12
373,12
374,12
375,44
376,15
377,22
378,19
379,19
380,20
381,20
382,21
383,0
384,24
385,2
386,25
387,11
388,12
389,12
390,44
391,12
392,29
393,30
394,34
395,32
396,32
397,34
398,32
399,36
400,18
401,37
402,37
403,40
404,11
405,44
406,44
407,15
408,6
409,45
410,46
411,36
412,37
413,37
414,15
415,6
416,24
417,25
418,4
419,4
420,34
421,32
422,32
423,32
424,32
425,32
426,32
427,32
428,33
429,34
430,32
431,32
432,32
433,33
434,0
435,11
436,11
437,12
438,44
439,44
440,44
441,14
442,15
443,17
444,11
445,12
446,13
447,15
448,19
449,19
450,19
451,20
452,22
453,21
454,6
455,24
456,25
457,0
458,0
459,18
460,18
461,36
462,37
463,39
464,0
465,11
466,11
467,12
468,44
469,43
470,44
471,14
472,15
473,6
474,45
475,46
476,4
477,1
478,2
479,0
480,17
481,11
482,12
483,13
484,15
485,22
486,22
487,19
488,20
489,22
490,21
491,6
492,24
493,25
494,11
495,11
496,11
497,2
498,27
499,28
500,29
501,14
502,30
503,14
504,34
505,34
506,32
507,32
508,32
509,32
510,32
511,32
512,32
513,33
514,34
515,32
516,32
517,33
518,33
519,0
520,0
521,18
522,18
523,36
524,37
525,39
526,0
527,17
528,11
529,12
530,44
531,44
532,44
